Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Engine volume,Turbo,Mileage
20385,308,TOYOTA,Prius,2014,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Grey,8,1,0,155000.0
39559,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,129254.0
124989,1077,HONDA,other,2019,Universal,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,5492.0
19601,707,HYUNDAI,Santa FE,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,58548.0
10000,1268,HONDA,other,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,Silver,8,1,0,102000.0
13328,0,FORD,other,2005,Microbus,No,Diesel,4.0,Manual,Rear,4,Left wheel,other,2,2,0,395000.0
392,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,232032.0
16621,0,TOYOTA,Camry,2008,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,10,2,0,145567.0
15681,0,FORD,other,2005,Jeep,No,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,0,4,0,0.0
19679,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,133783.0
9879,1202,HONDA,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,39762.0
27654,629,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,104674.0
32929,0,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Grey,16,3,0,165000.0
17663,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,53800.0
52959,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,99106.0
18189,831,HYUNDAI,other,2011,Sedan,Yes,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Grey,10,2,0,88400.0
706,765,other,other,2015,Sedan,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,1,0,111285.0
862,2455,LEXUS,other,2008,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,0,4,0,280354.0
14740,0,HONDA,other,2011,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Silver,12,1,0,136000.0
5018,629,NISSAN,other,2015,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Black,0,1,0,111402.0
27924,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,105437.0
5488,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,109798.0
28225,0,MERCEDES-BENZ,other,2009,Jeep,Yes,Diesel,6.0,Tiptronic,4x4,4,Left wheel,Grey,12,2,1,245470.0
16621,0,HONDA,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,Silver,6,2,0,120000.0
10400,843,TOYOTA,Prius,2008,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,288000.0
1960,753,other,other,2012,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,12,2,0,212682.0
24283,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,189000.0
3920,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,12,2,0,308694.0
9364,426,CHEVROLET,other,2015,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,0,0,53711.0
23110,986,other,other,2010,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,121000.0
4391,0,FORD,other,2005,Microbus,No,Diesel,4.0,Manual,Rear,2,Left wheel,White,1,2,0,0.0
314,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,225510.0
9722,1032,NISSAN,other,2012,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Black,6,1,0,69000.0
5645,0,other,other,2005,Minivan,No,CNG,4.0,Automatic,Front,4,Right-hand drive,Silver,12,2,0,16000.0
36068,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,151000.0
251,607,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,39552.0
140,0,BMW,X5,2008,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,8,2,0,240000.0
392,1086,other,other,2012,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,White,12,3,0,258990.0
10036,0,HYUNDAI,Sonata,2006,Sedan,Yes,LPG,6.0,Tiptronic,Front,4,Left wheel,Black,10,3,0,243200.0
7527,0,TOYOTA,other,2005,other,No,Petrol,4.0,Manual,Rear,4,Left wheel,White,2,1,0,123000.0
8781,0,other,other,2005,Sedan,Yes,Petrol,6.0,Manual,4x4,4,Left wheel,Silver,8,2,0,265600.0
50178,0,other,other,2012,Jeep,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Red,8,1,1,125000.0
4704,0,HONDA,other,2005,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,4,3,0,145000.0
15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,267209.0
35344,934,HYUNDAI,H1,2015,Universal,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,2,0,90660.0
8154,0,MERCEDES-BENZ,other,2005,Sedan,Yes,LPG,6.0,Automatic,Rear,4,Left wheel,Green,7,2,0,314000.0
15925,447,HONDA,FIT,2013,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,86996.0
23521,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,7,2,0,47152.0
314,1017,MERCEDES-BENZ,other,2017,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,1,0,26802.0
15681,640,FORD,other,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,0,1,0,134982.0
21953,0,FORD,other,2008,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Silver,10,2,0,93000.0
11290,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,258906.0
5959,966,other,other,2009,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,75644.0
2274,1360,MERCEDES-BENZ,other,2013,Jeep,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,Black,12,4,0,230397.0
11000,1845,TOYOTA,other,2015,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Right-hand drive,White,6,1,0,123000.0
4547,1017,HYUNDAI,Elantra,2017,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,0,115974.0
11604,528,FORD,other,2014,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Green,10,1,0,49000.0
12544,0,LEXUS,other,2005,Jeep,Yes,CNG,4.0,Tiptronic,4x4,4,Left wheel,Black,9,2,0,209123.0
17249,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,8.0,Tiptronic,Rear,4,Left wheel,Silver,12,4,0,125000.0
28059,639,CHEVROLET,other,2014,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,73650.0
18826,707,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,145219.0
31361,0,MERCEDES-BENZ,other,2007,Microbus,No,Diesel,6.0,Manual,Front,2,Left wheel,White,0,2,1,268022.0
13485,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,8,1,0,0.0
9408,0,other,other,2005,Jeep,No,Diesel,4.0,Manual,4x4,2,Left wheel,Blue,0,2,1,205000.0
19130,0,BMW,X5,2007,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Grey,6,2,0,310000.0
21326,0,other,other,2012,Jeep,No,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Silver,16,2,0,7964.0
34074,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,126970.0
11099,645,CHEVROLET,other,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,142600.0
314,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,411923.0
18817,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,35058.0
29793,1249,TOYOTA,Camry,2017,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Green,14,2,1,32000.0
31675,784,HONDA,other,2017,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,46935.0
21012,0,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,8,1,0,150000.0
15367,0,FORD,other,2014,Sedan,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Grey,8,3,0,280000.0
941,645,HONDA,other,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,177250.0
470,382,KIA,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,2,0,141410.0
53154,1017,HYUNDAI,Santa FE,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,105751.0
12544,0,NISSAN,other,2005,Minivan,Yes,Petrol,6.0,Tiptronic,Rear,4,Right-hand drive,Green,12,3,0,122000.0
16308,528,KIA,other,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,12,1,0,100800.0
18503,584,VOLKSWAGEN,other,2014,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,10,1,1,144000.0
11368,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,122587.0
6899,0,HONDA,FIT,2005,Sedan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Silver,4,1,0,98000.0
43435,0,BMW,other,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,1,243087.0
11133,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,179381.0
20385,0,VOLKSWAGEN,other,2013,Sedan,Yes,Diesel,4.0,Manual,Front,4,Left wheel,Silver,6,1,1,163000.0
4234,1058,HONDA,other,2012,Sedan,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,Black,12,3,0,236698.0
3450,585,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,74838.0
43868,730,SSANGYONG,other,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,43300.0
28225,0,LEXUS,other,2012,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,other,4,1,0,128297.0
39201,891,MERCEDES-BENZ,other,2016,Hatchback,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,White,0,1,1,48000.0
22266,0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,4.0,Variator,Front,4,Left wheel,Black,12,1,0,57000.0
125,1324,TOYOTA,other,2010,Sedan,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Blue,12,3,0,316912.0
6429,961,CHEVROLET,other,2009,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,74594.0
9252,640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,White,4,1,0,102788.0
25889,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,147957.0
7370,0,other,other,2005,Jeep,No,Petrol,4.0,Automatic,4x4,4,Left wheel,White,2,1,0,156000.0
17249,1511,other,other,2010,Jeep,No,Petrol,6.0,Automatic,4x4,4,Left wheel,Silver,0,3,0,1000.0
16151,638,KIA,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,38878.0
24860,1347,HYUNDAI,H1,2008,Minivan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,2,0,134955.0
22894,781,TOYOTA,Camry,2012,Sedan,Yes,Petrol,6.0,Automatic,Rear,4,Left wheel,White,0,2,0,200000.0
10349,1820,LEXUS,other,2019,Sedan,Yes,Petrol,6.0,Automatic,Front,4,Left wheel,White,12,3,0,13147.0
17000,2236,other,other,2015,Sedan,Yes,Diesel,4.0,Tiptronic,Front,4,Right-hand drive,Black,8,2,0,59000.0
314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Silver,12,3,0,132630.0
15681,0,MERCEDES-BENZ,other,2005,Jeep,No,Diesel,4.0,Manual,4x4,2,Left wheel,Black,2,2,1,138000.0
7100,0,VOLKSWAGEN,other,2005,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,Black,6,1,0,20000.0
55932,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,50310.0
9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,600000.0
37633,0,LEXUS,other,2010,Jeep,Yes,Hybrid,8.0,Automatic,Front,4,Left wheel,Silver,8,3,0,180800.0
251,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Blue,12,1,0,230939.0
14113,738,CHEVROLET,other,2017,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,other,8,1,1,89620.0
8154,0,other,other,2005,Jeep,No,Petrol,6.0,Automatic,4x4,4,Left wheel,Silver,4,3,0,208000.0
3293,1273,LEXUS,other,2015,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,71939.0
12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,other,4,1,0,553481.0
24123,707,SSANGYONG,other,2011,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,162977.0
3800,0,other,other,2005,Sedan,No,Petrol,3.0,Manual,Front,4,Left wheel,Blue,4,0,0,184592.0
188,1185,FORD,other,2009,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,2,0,196682.0
37633,1058,TOYOTA,other,2012,Jeep,Yes,Petrol,6.0,Automatic,4x4,4,Left wheel,White,10,3,0,134114.0
14113,639,FORD,other,2014,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,White,8,1,0,13000.0
157,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,12,3,0,237158.0
1882,639,KIA,other,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,89526.0
39559,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,99000.0
470,574,HONDA,other,2010,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,264132.0
12544,353,TOYOTA,Prius,2015,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Left wheel,Silver,12,1,0,118410.0
7840,0,MERCEDES-BENZ,other,2005,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,Black,6,3,0,111111.0
12500,0,NISSAN,other,2008,Sedan,No,Petrol,6.0,Variator,Front,4,Left wheel,Silver,4,3,0,160000.0
220,1185,FORD,other,2009,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,0,2,0,193614.0
45633,765,SSANGYONG,other,2015,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,59077.0
1725,1324,TOYOTA,other,2010,Sedan,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Green,12,3,0,226198.0
14426,0,BMW,X5,2005,Jeep,Yes,CNG,8.0,Automatic,4x4,4,Left wheel,Black,16,4,0,3000.0
15681,862,TOYOTA,Camry,2011,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,2,0,165222.0
39797,730,SSANGYONG,other,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,97181.0
80,0,NISSAN,other,2005,Minivan,No,CNG,6.0,Tiptronic,Rear,4,Right-hand drive,White,4,3,0,215000.0
13297,531,CHEVROLET,other,2012,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Red,4,1,0,46000.0
12231,1537,HYUNDAI,other,2009,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,3,0,159747.0
1098,1829,other,other,2006,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Blue,12,2,0,262298.0
35908,764,KIA,other,2016,Sedan,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,30177.0
140,0,LEXUS,other,2007,Jeep,Yes,LPG,8.0,Tiptronic,4x4,4,Left wheel,Silver,12,4,0,150000.0
2038,353,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,1,0,104795.0
9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,127515.0
26475,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,94415.0
16935,0,TOYOTA,Prius,2009,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,6,1,0,124000.0
8467,0,other,other,2005,Universal,Yes,CNG,4.0,Automatic,4x4,4,Left wheel,Black,2,2,0,237688.0
16935,642,FORD,other,2012,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,155607.0
10036,0,TOYOTA,other,2007,Hatchback,No,Petrol,4.0,Variator,Front,4,Left wheel,other,2,1,0,125000.0
15850,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,152566.0
7683,0,NISSAN,other,2005,Minivan,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,other,8,1,0,1800.0
45473,0,other,other,2011,Jeep,No,Petrol,6.0,Manual,4x4,2,Left wheel,White,2,3,0,120000.0
10976,642,FORD,other,2012,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,10,1,0,121000.0
35,0,HONDA,FIT,2005,Hatchback,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,Silver,5,1,0,183000.0
4077,0,MERCEDES-BENZ,other,2005,Sedan,No,CNG,4.0,Manual,Rear,4,Left wheel,Silver,2,1,0,200000.0
14069,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Black,4,1,0,170000.0
55823,0,other,other,2012,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,White,12,3,0,91000.0
38975,501,TOYOTA,Aqua,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,51000.0
706,394,TOYOTA,other,2014,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,2,0,189216.0
17249,0,HYUNDAI,Elantra,2011,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,White,9,1,0,177600.0
19444,697,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,4.0,Tiptronic,Front,4,Left wheel,Silver,16,1,0,96000.0
40390,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,175089.0
70,0,HYUNDAI,Elantra,2015,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Left wheel,Grey,8,1,0,96000.0
18817,397,TOYOTA,Prius,2016,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,8,1,0,74098.0
1019,1055,LEXUS,other,2013,Jeep,Yes,Hybrid,6.0,Automatic,Front,4,Left wheel,White,12,3,0,138038.0
941,1055,LEXUS,other,2013,Jeep,Yes,Hybrid,6.0,Automatic,Front,4,Left wheel,Black,12,3,0,361603.0
29166,0,other,other,2010,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Silver,8,3,0,150000.0
9408,919,BMW,X5,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Grey,0,2,0,149520.0
30,0,HONDA,FIT,2010,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,White,4,1,0,0.0
42337,0,BMW,other,2015,Sedan,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,White,12,1,1,26000.0
5645,640,other,other,2013,Sedan,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Blue,0,1,0,105523.0
7997,1537,TOYOTA,other,2009,Jeep,Yes,Hybrid,6.0,Automatic,4x4,4,Left wheel,Green,12,3,0,251278.0
3607,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,0,2,0,229192.0
10976,687,HYUNDAI,other,2010,other,Yes,Diesel,4.0,Manual,Front,4,Left wheel,other,12,1,1,156000.0
19444,502,FORD,other,2013,Sedan,No,Petrol,4.0,Automatic,Front,4,Left wheel,Black,8,1,1,100000.0
3293,1659,TOYOTA,other,2014,Sedan,Yes,Petrol,8.0,Automatic,4x4,4,Left wheel,White,12,5,0,0.0
6272,0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,White,6,1,0,240000.0
56450,0,other,other,2011,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,10,3,0,171000.0
220,259,CHEVROLET,other,2014,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,110958.0
4234,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,White,12,2,0,123862.0
3920,810,TOYOTA,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,12,1,0,155942.0
18500,528,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,179664.0
19500,1327,NISSAN,other,2011,Jeep,Yes,Petrol,6.0,Tiptronic,4x4,4,Left wheel,Black,12,3,0,127000.0
28852,640,BMW,other,2013,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,other,12,1,1,10000.0
8781,1091,other,other,2016,Sedan,Yes,Petrol,4.0,Automatic,Rear,4,Left wheel,Black,12,2,0,116786.0
23207,862,TOYOTA,other,2011,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Green,8,2,0,198400.0
17346,531,HYUNDAI,other,2012,Hatchback,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,151136.0
13172,697,KIA,other,2015,Sedan,No,Petrol,4.0,Manual,Front,4,Left wheel,White,6,1,0,72000.0
1568,1493,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,6.0,Automatic,Rear,4,Left wheel,Grey,12,3,0,77205.0
29793,1018,BMW,other,2011,Sedan,Yes,Petrol,6.0,Tiptronic,Rear,4,Left wheel,White,8,2,0,123803.0
30906,501,TOYOTA,Aqua,2014,Hatchback,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Grey,4,1,0,42000.0
10820,919,BMW,X5,2012,Jeep,Yes,Diesel,6.0,Automatic,4x4,4,Left wheel,Black,0,2,0,229966.0
10900,503,TOYOTA,other,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,12,1,0,244800.0
9408,0,HONDA,other,2005,Sedan,No,Petrol,4.0,Tiptronic,Front,4,Right-hand drive,Blue,4,2,0,180000.0
4077,645,LEXUS,other,2011,Hatchback,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,0,1,0,228610.0
42987,831,SSANGYONG,other,2017,Jeep,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,White,4,1,0,60013.0
15681,0,other,other,2012,Hatchback,Yes,Petrol,4.0,Manual,Front,2,Left wheel,White,12,1,1,58000.0
30712,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,50380.0
19914,586,TOYOTA,Prius,2012,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Black,8,1,0,110000.0
9722,0,NISSAN,other,2008,Hatchback,No,Petrol,4.0,Automatic,Front,4,Right-hand drive,Black,2,1,0,170000.0
33076,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,4,1,0,41523.0
18503,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,33091.0
7527,0,FORD,other,2005,Microbus,Yes,Diesel,4.0,Manual,Rear,4,Left wheel,White,0,2,0,1000.0
12858,0,FORD,other,2011,Hatchback,No,Petrol,4.0,Manual,Front,4,Left wheel,White,4,1,0,160000.0
549,518,TOYOTA,other,2016,Jeep,Yes,Hybrid,4.0,Automatic,4x4,4,Left wheel,Blue,12,2,0,74053.0
12544,447,HONDA,other,2013,Hatchback,No,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,0,1,0,175930.0
470,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,4.0,Automatic,Front,4,Left wheel,Silver,0,2,0,135730.0
314,1017,MERCEDES-BENZ,other,2017,Jeep,Yes,Petrol,4.0,Automatic,4x4,4,Left wheel,Blue,0,1,0,46413.0
9408,0,FORD,other,2005,Microbus,No,Diesel,4.0,Manual,Rear,4,Left wheel,White,2,2,0,11111.0
2979,986,other,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Blue,12,2,0,203061.0
35902,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,4.0,Automatic,Front,4,Left wheel,White,4,1,0,99821.0
15053,1834,MERCEDES-BENZ,other,2005,Microbus,No,Diesel,6.0,Manual,Rear,4,Left wheel,White,2,2,1,169000.0
11676,761,CHEVROLET,other,2010,Sedan,Yes,Petrol,4.0,Automatic,Front,4,Left wheel,Silver,4,1,0,153966.0
13172,0,TOYOTA,other,2014,Hatchback,No,Hybrid,4.0,Tiptronic,Front,4,Right-hand drive,Silver,8,1,0,70000.0
43592,765,HYUNDAI,other,2015,Jeep,Yes,Petrol,4.0,Tiptronic,4x4,4,Left wheel,Black,12,1,1,76000.0
