,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo
6426,21953,,HYUNDAI,Elantra Gt,2013,Hatchback,True,Petrol,1.8,118400,4.0,Tiptronic,Front,4,Left wheel,White,6,False
6427,19130,1292.0,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.0,49499,6.0,Automatic,4x4,4,Left wheel,Silver,0,False
6428,45160,,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,69000,4.0,Tiptronic,4x4,4,Left wheel,Silver,10,False
6429,10663,586.0,TOYOTA,Prius,2012,Hatchback,False,Hybrid,1.8,87000,4.0,Automatic,Front,4,Left wheel,Blue,7,False
6430,5018,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4.0,Automatic,Front,4,Left wheel,Black,12,False
6431,10000,,FORD,Transit,2004,Microbus,False,Petrol,2.4,1000,6.0,Manual,Rear,2,Left wheel,White,2,False
6432,28225,2711.0,CHEVROLET,Suburban,2019,Sedan,True,Petrol,5.3,19901,8.0,Automatic,Front,4,Left wheel,Black,12,False
6433,4077,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,True,Petrol,3.5,39814,6.0,Automatic,Rear,4,Left wheel,Black,0,False
6435,9095,934.0,LEXUS,IS 250,2015,Sedan,True,Petrol,2.5,101280,6.0,Automatic,Rear,4,Left wheel,White,12,False
6436,21950,1079.0,AUDI,A3 4X4,2018,Sedan,True,Petrol,2.0,18283,4.0,Automatic,4x4,4,Left wheel,Black,10,False
6437,5331,765.0,NISSAN,100 NX,2015,Sedan,True,Petrol,2.0,70395,4.0,Automatic,Front,4,Left wheel,White,12,False
6438,10036,,TOYOTA,Prius,2005,Sedan,False,Hybrid,1.5,21245,4.0,Variator,Front,4,Left wheel,Golden,4,False
6439,19444,,FORD,Transit,2008,Microbus,False,Diesel,2.4,214000,4.0,Manual,Rear,4,Left wheel,Orange,2,True
6440,29793,640.0,AUDI,A4,2013,Sedan,True,Petrol,2.0,176000,4.0,Tiptronic,Front,4,Left wheel,Grey,10,True
6441,706,1646.0,LEXUS,GX 460,2015,Jeep,True,Petrol,4.6,102907,8.0,Automatic,4x4,4,Left wheel,Black,0,False
6442,5018,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4.0,Automatic,Front,4,Left wheel,Black,12,False
6443,941,1055.0,LEXUS,RX 450,2013,Jeep,True,Hybrid,3.5,361603,6.0,Automatic,Front,4,Left wheel,Black,12,False
6444,8000,875.0,TOYOTA,Vitz,2012,Hatchback,False,Petrol,1.0,18000,3.0,Variator,Front,4,Right-hand drive,White,2,False
6445,10976,893.0,HYUNDAI,I30,2008,Sedan,True,Petrol,1.6,136935,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6446,7213,891.0,MERCEDES-BENZ,C 300,2016,Sedan,True,Petrol,2.0,76218,4.0,Automatic,4x4,4,Left wheel,Black,12,False
6447,18817,,TOYOTA,Camry,2010,Sedan,False,Hybrid,2.4,80000,4.0,Automatic,Front,4,Left wheel,Golden,8,False
6448,15681,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,301827,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6450,8311,364.0,KIA,Picanto,2012,Sedan,True,Petrol,1.0,197687,4.0,Automatic,Front,4,Left wheel,White,4,False
6453,9879,1058.0,TOYOTA,Highlander,2012,Jeep,True,Hybrid,3.5,157211,6.0,Automatic,4x4,4,Left wheel,White,12,False
6456,13015,781.0,TOYOTA,Camry,2012,Sedan,False,Hybrid,2.5,118882,4.0,Tiptronic,Front,4,Left wheel,Red,12,False
6458,2352,503.0,HONDA,Civic,2012,Jeep,True,Hybrid,1.5,146403,4.0,Automatic,Front,4,Left wheel,White,0,False
6460,22894,,TOYOTA,Prius,2013,Sedan,True,Hybrid,1.8,145000,4.0,Automatic,Front,4,Left wheel,White,0,False
6461,2666,642.0,AUDI,A4,2012,Sedan,True,Petrol,2.0,292331,4.0,Automatic,4x4,4,Left wheel,Black,0,False
6462,8000,875.0,TOYOTA,Vitz,2012,Hatchback,False,Petrol,1.0,195000,3.0,Variator,Front,4,Right-hand drive,Silver,2,False
6463,7527,,NISSAN,Tiida,2005,Hatchback,False,Petrol,1.5,150000,4.0,Variator,Front,4,Right-hand drive,Beige,4,False
6464,941,1646.0,LEXUS,GX 460,2015,Jeep,True,Petrol,4.6,188078,8.0,Automatic,4x4,4,Left wheel,Black,0,False
6465,9000,1268.0,HONDA,Fred,2012,Minivan,False,Hybrid,1.5,83000,4.0,Automatic,Front,4,Right-hand drive,White,4,False
6467,16621,765.0,FORD,Focus Titanium,2015,Sedan,False,Petrol,2.0,79000,4.0,Tiptronic,Front,4,Left wheel,Golden,8,False
6469,21326,,TOYOTA,Prius C,2012,Hatchback,True,Petrol,1.5,162000,4.0,Automatic,Front,4,Left wheel,Silver,0,False
6470,15053,,KIA,Optima,2012,Sedan,False,Petrol,2.4,178528,6.0,Tiptronic,Front,4,Left wheel,Brown,0,False
6471,37066,1091.0,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,91804,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6472,19800,,BMW,M3,2002,Coupe,True,Petrol,3.2,213866,6.0,Manual,Rear,2,Left wheel,Black,10,False
6473,22400,738.0,VOLKSWAGEN,Jetta,2017,Sedan,True,Petrol,1.4,68000,4.0,Manual,Front,4,Left wheel,Grey,12,True
6474,36567,1091.0,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,104112,4.0,Automatic,Front,4,Left wheel,White,4,False
6475,2195,915.0,BMW,535,2014,Sedan,True,Diesel,3.0,110270,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
6476,23301,1292.0,HYUNDAI,Grandeur,2016,Sedan,True,LPG,3.0,31045,4.0,Automatic,Front,4,Left wheel,Black,4,False
6477,5018,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4.0,Automatic,Front,4,Left wheel,Black,12,False
6478,27654,971.0,SSANGYONG,Korando,2016,Jeep,True,Diesel,2.2,354889,4.0,Automatic,Front,4,Left wheel,Blue,4,False
6479,46919,696.0,HYUNDAI,Santa FE,2013,Jeep,True,Diesel,2.2,138742,4.0,Automatic,Front,4,Left wheel,Grey,4,False
6480,5134,447.0,HONDA,FIT,2013,Hatchback,True,Hybrid,1.3,151715,4.0,Automatic,Front,4,Left wheel,Blue,4,False
6481,627,1363.0,LEXUS,GX 460,2012,Jeep,True,Petrol,4.6,150909,8.0,Automatic,4x4,4,Left wheel,Black,12,False
6482,40142,1811.0,LEXUS,GX 470,2010,Jeep,True,Petrol,4.6,357246,8.0,Automatic,4x4,4,Left wheel,Grey,0,False
6483,7840,,MITSUBISHI,Pajero IO,1999,Jeep,False,Petrol,1.8,225000,4.0,Automatic,4x4,4,Left wheel,Blue,2,False
6485,21953,781.0,TOYOTA,Camry,2012,Sedan,True,Petrol,2.5,110000,4.0,Tiptronic,Front,4,Left wheel,Red,10,False
6486,32615,,TOYOTA,Prius,2016,Sedan,False,Hybrid,1.8,239680,4.0,Automatic,Front,4,Left wheel,Grey,0,False
6487,27911,,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,122000,6.0,Automatic,Front,4,Left wheel,Grey,0,False
6488,17038,629.0,HYUNDAI,Accent,2015,Sedan,True,Diesel,1.6,43457,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6489,392,1514.0,LEXUS,GX 470,2011,Sedan,True,Petrol,4.6,202048,8.0,Automatic,4x4,4,Left wheel,White,0,False
6490,19130,584.0,VOLKSWAGEN,Passat,2014,Sedan,True,Petrol,1.8,107200,6.0,Tiptronic,Front,4,Left wheel,Carnelian red,8,True
6491,8154,777.0,TOYOTA,Camry,2014,Sedan,True,Petrol,2.5,53310,4.0,Automatic,Front,4,Left wheel,Black,12,False
6492,15524,1024.0,TOYOTA,Camry,2010,Sedan,False,Hybrid,2.5,184000,6.0,Automatic,Front,4,Left wheel,Grey,8,False
6493,2430,528.0,HYUNDAI,Veloster,2014,Sedan,True,Petrol,1.6,127870,4.0,Automatic,Front,4,Left wheel,Black,12,False
6494,627,1018.0,BMW,535,2011,Sedan,True,Petrol,3.0,143494,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
6495,25089,,NISSAN,Altima,2015,Sedan,False,Petrol,2.5,108000,4.0,Automatic,Front,4,Left wheel,Silver,8,False
6496,6586,,OPEL,Astra,1998,Goods wagon,False,CNG,1.6,200000,4.0,Manual,Front,4,Left wheel,Silver,2,False
6497,3400,,MERCEDES-BENZ,C 180,1995,Sedan,False,Petrol,1.8,333333,4.0,Manual,Front,4,Left wheel,White,0,False
6498,31361,,MERCEDES-BENZ,S 550,2006,Sedan,True,Petrol,5.5,225600,8.0,Automatic,Rear,4,Left wheel,Black,12,False
6499,17092,,TOYOTA,Prius S,2010,Hatchback,False,Hybrid,1.8,164000,4.0,Automatic,Front,4,Left wheel,Golden,6,False
6500,6899,790.0,DAEWOO,Lacetti,2009,Sedan,True,Petrol,1.6,50549,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6501,8963,687.0,DAEWOO,Lacetti,2010,Sedan,True,Petrol,1.6,128216,4.0,Automatic,Front,4,Left wheel,Blue,4,False
6502,30577,,FORD,Transit,2006,Goods wagon,False,Diesel,2.4,197500,4.0,Manual,Rear,2,Left wheel,Red,0,True
6503,706,753.0,KIA,Optima,2012,Sedan,True,Hybrid,2.4,224706,4.0,Automatic,Front,4,Left wheel,White,12,False
6504,600,,TOYOTA,Land Cruiser,2016,Jeep,True,Petrol,4.5,43000,8.0,Automatic,4x4,4,Left wheel,Beige,0,False
6505,392,781.0,TOYOTA,Camry,2012,Sedan,True,Hybrid,2.5,314373,4.0,Automatic,Front,4,Left wheel,Grey,12,False
6506,13877,779.0,TOYOTA,Camry,2013,Sedan,False,Petrol,2.5,176000,4.0,Tiptronic,Front,4,Left wheel,Grey,5,False
6508,7527,,HONDA,FIT,2005,Sedan,False,Petrol,1.3,239825,4.0,Variator,Front,4,Right-hand drive,Silver,2,False
6509,37006,,RENAULT,Duster,2017,Jeep,False,Petrol,1.6,39000,4.0,Manual,Front,4,Left wheel,Grey,4,False
6510,46728,,TOYOTA,Highlander,2012,Jeep,True,Hybrid,3.5,114000,4.0,Automatic,4x4,4,Left wheel,White,12,False
6511,220,1194.0,TOYOTA,Tacoma,2013,Jeep,True,Petrol,4.0,239342,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
6512,18679,530.0,HYUNDAI,Elantra,2013,Sedan,True,Petrol,1.6,130000,4.0,Automatic,Front,4,Left wheel,White,4,False
6514,24462,640.0,KIA,Optima,2013,Sedan,True,Petrol,2.0,74000,4.0,Tiptronic,Front,4,Left wheel,White,12,True
6515,11227,585.0,HYUNDAI,Elantra GT,2013,Hatchback,False,Petrol,1.8,75000,4.0,Automatic,Front,4,Left wheel,White,8,False
6516,8467,,NISSAN,Tiida,2005,Hatchback,True,Petrol,1.5,1111,4.0,Variator,Front,4,Right-hand drive,Green,7,False
6517,220,586.0,LEXUS,CT 200h,2012,Hatchback,True,Hybrid,1.8,149981,4.0,Automatic,Front,4,Left wheel,Grey,12,False
6518,15367,,NISSAN,X-Terra,2005,Jeep,False,LPG,4.0,196000,6.0,Manual,4x4,4,Left wheel,Black,6,False
6519,13485,843.0,TOYOTA,Prius,2008,Hatchback,False,Hybrid,1.5,92000,4.0,Variator,Front,4,Left wheel,Grey,16,False
6520,125,1750.0,TOYOTA,Highlander,2008,Sedan,True,Hybrid,3.3,287274,6.0,Automatic,4x4,4,Left wheel,White,12,False
6521,314,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,True,Diesel,3.5,132630,6.0,Automatic,Rear,4,Left wheel,Silver,12,False
6522,392,784.0,FORD,Fusion,2017,Sedan,True,Petrol,1.5,73909,4.0,Automatic,Front,4,Left wheel,Black,12,False
6523,3763,,SUBARU,Legacy,2002,Sedan,False,Petrol,2.0,16700,4.0,Tiptronic,4x4,4,Right-hand drive,Silver,4,True
6524,16400,,TOYOTA,Prius,2011,Hatchback,True,Hybrid,1.8,124000,4.0,Variator,Front,4,Left wheel,Grey,12,False
6525,3293,1659.0,TOYOTA,Tundra,2014,Sedan,True,Petrol,5.7,0,8.0,Automatic,4x4,4,Left wheel,White,12,False
6527,16308,,FORD,Transit,2006,Microbus,False,Diesel,2.0,22500,4.0,Manual,Front,4,Left wheel,White,2,True
6528,1019,333.0,FORD,Fusion,2014,Sedan,True,Hybrid,2.0,0,4.0,Automatic,Front,4,Left wheel,Silver,0,False
6529,10092,790.0,CHEVROLET,Lacetti,2009,Sedan,True,Petrol,1.6,96959,4.0,Automatic,Front,4,Left wheel,Grey,4,False
6530,36068,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,85933,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6531,13000,,VOLKSWAGEN,Touareg,2004,Jeep,True,Petrol,4.2,250000,8.0,Automatic,4x4,4,Left wheel,Beige,0,False
6532,4077,474.0,CHEVROLET,Cruze,2013,Sedan,False,Petrol,1.4,100000,4.0,Automatic,Front,4,Left wheel,Carnelian red,12,True
6533,24709,640.0,SSANGYONG,Korando,2013,Jeep,True,Diesel,2.0,88000,4.0,Automatic,Front,4,Left wheel,Blue,4,False
6534,5018,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,190549,4.0,Automatic,Front,4,Left wheel,Black,12,False
6535,10036,,HONDA,FIT,2009,Hatchback,False,Petrol,1.3,185000,4.0,Variator,Front,4,Right-hand drive,Blue,2,False
6536,10976,528.0,NISSAN,Versa,2014,Hatchback,True,Petrol,1.6,91000,4.0,Automatic,Front,4,Left wheel,Sky blue,8,False
6537,44047,697.0,HONDA,Civic,2015,Sedan,True,Petrol,1.8,62137,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6538,15681,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
6539,7840,,BMW,325,2002,Coupe,True,Petrol,2.5,205000,6.0,Tiptronic,Rear,2,Left wheel,Silver,6,False
6540,1568,1493.0,MERCEDES-BENZ,E 350,2016,Sedan,True,Diesel,3.5,77205,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
6541,20382,765.0,HYUNDAI,Sonata,2015,Sedan,True,Petrol,2.0,36223,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6543,9722,,NISSAN,X-Terra,2004,Jeep,False,CNG,3.3,216000,6.0,Manual,4x4,4,Left wheel,Silver,4,False
6544,42717,891.0,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,122409,4.0,Automatic,Front,4,Left wheel,Blue,4,False
6545,10036,,TOYOTA,Vitz i.ll,2007,Hatchback,True,Petrol,1.3,205000,4.0,Automatic,Front,4,Right-hand drive,Carnelian red,4,False
6546,5645,1586.0,KIA,Sorento,2007,Jeep,True,Diesel,2.5,72872,4.0,Automatic,Front,4,Left wheel,Black,4,False
6547,2901,751.0,HYUNDAI,Santa FE,2013,Jeep,True,Petrol,2.4,150440,4.0,Automatic,Front,4,Left wheel,Silver,11,False
6548,706,753.0,HYUNDAI,Sonata,2012,Sedan,True,Hybrid,2.4,243051,4.0,Automatic,Front,4,Left wheel,White,12,False
6549,18817,779.0,VOLKSWAGEN,Passat,2013,Sedan,True,Petrol,2.5,115000,10.0,Automatic,Front,4,Left wheel,Silver,12,False
6550,27598,,MERCEDES-BENZ,C 220,2009,Sedan,False,Diesel,2.2,278000,6.0,Tiptronic,Rear,4,Left wheel,Silver,8,True
6551,8154,919.0,BMW,X5,2012,Jeep,True,Diesel,3.0,103458,6.0,Automatic,4x4,4,Left wheel,White,0,False
6552,10663,,OPEL,Vectra,2000,Sedan,False,CNG,2.0,203000,4.0,Manual,Front,4,Left wheel,Silver,4,False
6553,549,1138.0,HYUNDAI,Genesis,2013,Coupe,True,Petrol,3.8,93470,6.0,Automatic,Rear,2,Left wheel,White,12,False
6554,941,900.0,HYUNDAI,Santa FE,2015,Jeep,True,Petrol,2.4,107106,4.0,Automatic,Front,4,Left wheel,White,12,False
6555,18189,,BMW,335,2008,Coupe,True,Petrol,3.0,0,6.0,Tiptronic,4x4,2,Left wheel,Black,4,True
6556,470,2225.0,LEXUS,GX 460,2017,Jeep,True,Petrol,4.6,69918,8.0,Automatic,4x4,4,Left wheel,White,0,False
6557,50,,HONDA,FIT,2012,Sedan,False,Hybrid,1.5,80000,4.0,Automatic,Front,4,Right-hand drive,Green,0,False
6558,32409,770.0,HYUNDAI,Tucson,2016,Jeep,True,Diesel,1.7,172858,4.0,Automatic,Front,4,Left wheel,White,4,False
6559,15423,836.0,HYUNDAI,Tucson,2010,Jeep,True,Diesel,2.0,138196,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6560,39829,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8.0,Automatic,4x4,4,Left wheel,Black,0,False
6561,11290,891.0,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,259733,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6562,26927,642.0,HYUNDAI,Tucson,2012,Jeep,True,Diesel,2.0,88651,4.0,Automatic,Front,4,Left wheel,White,4,False
6563,13172,1024.0,VOLKSWAGEN,Golf,2010,Hatchback,True,Petrol,2.5,105000,5.0,Tiptronic,Front,4,Left wheel,Red,10,False
6564,17249,562.0,CHEVROLET,Cruze,2015,Sedan,True,Petrol,1.4,91200,4.0,Automatic,Front,4,Left wheel,Black,6,False
6565,8781,1356.0,OPEL,Combo,2005,Goods wagon,False,CNG,1.6,146300,4.0,Manual,Front,4,Left wheel,White,2,False
6566,6272,,HONDA,Stream,2001,Minivan,False,Petrol,1.7,1000,4.0,Automatic,Front,4,Right-hand drive,Brown,0,False
6567,7683,,MERCEDES-BENZ,C 180,1999,Sedan,False,CNG,1.8,250000,4.0,Manual,Rear,4,Left wheel,Blue,4,False
6568,6272,586.0,CHEVROLET,Cruze,2012,Sedan,False,Petrol,1.8,129023,4.0,Automatic,Front,4,Left wheel,White,12,False
6569,549,1493.0,MERCEDES-BENZ,GLE 350,2016,Jeep,True,Petrol,3.5,91493,6.0,Automatic,Rear,4,Left wheel,Black,0,False
6570,21639,,CHEVROLET,Volt,2012,Hatchback,True,Petrol,1.4,117000,4.0,Automatic,Front,4,Left wheel,Red,8,False
6571,47042,1325.0,TOYOTA,RAV 4,2019,Jeep,False,Petrol,2.5,2565,4.0,Automatic,4x4,4,Left wheel,White,8,False
6572,14583,1249.0,TOYOTA,Camry,2017,Sedan,True,Petrol,2.5,74029,4.0,Automatic,Front,4,Left wheel,Blue,12,False
6573,22947,1099.0,SSANGYONG,REXTON,2010,Jeep,True,Diesel,2.7,195000,4.0,Automatic,Front,4,Left wheel,White,4,False
6574,24148,1018.0,BMW,528,2011,Sedan,True,Petrol,3.0,150000,6.0,Tiptronic,Rear,4,Left wheel,Blue,12,False
6575,13642,764.0,CHEVROLET,Orlando,2015,Jeep,True,Petrol,2.0,31892,4.0,Automatic,Front,4,Left wheel,Black,4,False
6576,26343,1481.0,BMW,428,2017,Coupe,True,Petrol,3.0,71894,6.0,Automatic,Rear,2,Left wheel,Blue,12,False
6577,24415,707.0,HYUNDAI,Tucson,2011,Jeep,True,Diesel,2.0,174308,4.0,Automatic,Front,4,Left wheel,Grey,4,False
6578,2600,,VOLKSWAGEN,T3,1997,Hatchback,False,Petrol,1.6,3568,4.0,Manual,Front,4,Left wheel,Red,2,False
6579,28225,,FORD,Escape,2015,Jeep,False,Petrol,1.6,98000,4.0,Tiptronic,Front,4,Left wheel,Silver,8,True
6580,17484,1324.0,HYUNDAI,Genesis,2010,Sedan,True,Petrol,3.3,235729,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6581,40769,777.0,TOYOTA,RAV 4 XLE,2014,Jeep,False,Petrol,2.5,20800,4.0,Tiptronic,4x4,4,Left wheel,White,12,False
6582,314,3739.0,FORD,F150,2004,Sedan,True,Petrol,4.6,0,8.0,Automatic,Rear,4,Left wheel,Red,12,False
6583,10663,934.0,SUBARU,Forester,2015,Jeep,True,Petrol,2.5,81058,4.0,Automatic,4x4,4,Left wheel,Silver,0,False
6584,17346,862.0,HYUNDAI,H1,2011,Universal,True,Diesel,2.5,220000,4.0,Automatic,Front,4,Left wheel,Yellow,4,False
6585,392,1246.0,MAZDA,616,2008,Hatchback,True,Petrol,2.3,254542,4.0,Automatic,Front,4,Left wheel,Grey,12,False
6586,45009,681.0,SUZUKI,Swift,2019,Hatchback,False,Petrol,1.2,0,4.0,Variator,Front,4,Left wheel,Red,0,False
6587,5018,779.0,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,124184,4.0,Automatic,Front,4,Left wheel,Silver,12,False
6588,220,574.0,HONDA,Insight,2010,Hatchback,True,Hybrid,1.3,184250,4.0,Automatic,Front,4,Left wheel,Grey,0,False
6590,6115,1282.0,CHEVROLET,Captiva,2007,Jeep,True,Diesel,2.0,75574,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6591,3700,,OPEL,Astra,1992,Sedan,False,Petrol,1.8,11111,4.0,Automatic,Front,4,Left wheel,Carnelian red,3,False
6592,27654,629.0,HYUNDAI,Elantra,2015,Sedan,True,Diesel,1.6,87521,4.0,Automatic,Front,4,Left wheel,White,4,False
6593,5488,765.0,BMW,320,2015,Sedan,True,Petrol,2.0,87358,4.0,Automatic,Rear,4,Left wheel,White,12,False
6594,549,1104.0,AUDI,Q7,2015,Jeep,True,Petrol,3.0,71717,6.0,Automatic,4x4,4,Left wheel,Black,0,False
6595,11604,488.0,CHEVROLET,Spark,2016,Sedan,True,Petrol,1.0,30901,4.0,Automatic,Front,4,Left wheel,White,4,False
6596,8781,,MAZDA,MPV,2004,Minivan,False,LPG,2.3,170000,4.0,Automatic,Front,4,Right-hand drive,Silver,4,False
6597,25591,639.0,SSANGYONG,Korando,2014,Jeep,True,Diesel,2.0,75661,4.0,Automatic,Front,4,Left wheel,Black,4,False
6598,6115,1708.0,SSANGYONG,REXTON,2007,Jeep,True,Diesel,2.7,76364,4.0,Automatic,Front,4,Left wheel,Black,4,False
6599,392,934.0,TOYOTA,Camry,2015,Sedan,True,Petrol,2.5,113053,4.0,Automatic,Front,4,Left wheel,Blue,12,False
6600,9879,831.0,GMC,TERRAIN,2018,Sedan,True,Petrol,1.5,51050,4.0,Automatic,Front,4,Left wheel,Blue,12,False
6601,14426,761.0,TOYOTA,Prius,2010,Sedan,False,Hybrid,1.8,170000,4.0,Variator,Front,4,Left wheel,Blue,10,False
6602,1882,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,True,Petrol,3.5,146395,6.0,Automatic,Rear,4,Left wheel,Grey,12,False
6603,220,574.0,HONDA,Insight,2010,Hatchback,True,Hybrid,1.3,184250,4.0,Automatic,Front,4,Left wheel,Grey,0,False
6604,9408,831.0,TOYOTA,Camry,2011,Sedan,True,Hybrid,2.4,248178,4.0,Tiptronic,Front,4,Left wheel,White,10,False
6605,22894,,NISSAN,X-Terra,2005,Jeep,True,LPG,4.0,16000,6.0,Tiptronic,4x4,4,Left wheel,Blue,4,False
6606,35902,777.0,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,117917,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6608,15850,836.0,HYUNDAI,Sonata,2010,Sedan,True,Petrol,2.0,155573,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6609,125,2278.0,TOYOTA,Prius,2008,Hatchback,True,Hybrid,1.5,147000,4.0,Automatic,Front,4,Right-hand drive,Silver,0,False
6610,10976,831.0,NISSAN,Versa,2017,Sedan,False,Petrol,1.6,64765,4.0,Automatic,Front,4,Left wheel,White,6,False
6611,3920,574.0,HONDA,Insight,2010,Hatchback,False,Hybrid,1.3,3333,4.0,Variator,Front,4,Left wheel,Red,8,False
6612,706,394.0,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,115312,4.0,Automatic,Front,4,Left wheel,Grey,12,False
6613,14113,,MERCEDES-BENZ,ML 320,2003,Jeep,True,Petrol,3.2,141800,6.0,Tiptronic,4x4,4,Left wheel,Silver,8,False
6614,30,,HONDA,FIT,2006,Hatchback,False,Petrol,1.3,0,4.0,Automatic,Front,4,Right-hand drive,White,4,False
6615,5331,,NISSAN,March,2004,Hatchback,False,Petrol,1.2,0,4.0,Automatic,Front,4,Right-hand drive,Grey,2,False
6616,4300,1701.0,HONDA,Fred,2010,Minivan,False,Petrol,1.5,117000,4.0,Automatic,Front,4,Right-hand drive,Black,4,False
6617,39201,751.0,TOYOTA,RAV 4,2013,Jeep,False,Petrol,2.4,92800,4.0,Automatic,4x4,4,Left wheel,Brown,6,False
6618,2500,,VOLKSWAGEN,Golf 2,1989,Hatchback,True,Petrol,1.8,123457,4.0,Manual,Front,2,Left wheel,Blue,0,False
6620,26030,1811.0,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8.0,Automatic,4x4,4,Left wheel,Black,12,False
6621,11917,639.0,FORD,Fusion,2014,Sedan,True,Petrol,2.0,105873,4.0,Automatic,Front,4,Left wheel,Black,12,True
6622,47042,,JEEP,Wrangler,2013,Jeep,False,Petrol,3.6,37500,6.0,Manual,4x4,2,Left wheel,Silver,4,False
6623,4700,,OPEL,Omega,1999,Sedan,True,CNG,3.0,180000,6.0,Manual,Rear,4,Left wheel,Black,12,False
6624,13799,,TOYOTA,Prius,2007,Hatchback,False,Hybrid,1.6,182400,4.0,Automatic,Front,4,Left wheel,Red,6,False
6626,36065,1405.0,MERCEDES-BENZ,GLK 300,2009,Jeep,True,Diesel,3.0,165000,6.0,Automatic,4x4,4,Left wheel,Black,8,True
6627,15132,687.0,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,103149,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6628,22894,1051.0,KIA,Optima,2016,Sedan,False,Petrol,2.4,36500,4.0,Automatic,Front,4,Left wheel,White,6,False
6630,31988,1482.0,MERCEDES-BENZ,GL 450,2011,Jeep,True,Petrol,4.5,160000,8.0,Tiptronic,4x4,4,Left wheel,Beige,12,True
6631,12231,,LANCIA,Musa,2006,Minivan,True,Petrol,1.4,57000,4.0,Tiptronic,Front,4,Left wheel,Blue,12,False
6632,941,1356.0,LEXUS,GX 460,2014,Jeep,True,Petrol,4.6,200402,8.0,Automatic,4x4,4,Left wheel,Silver,0,False
6633,21326,1829.0,NISSAN,Pathfinder,2006,Jeep,False,Diesel,2.5,160000,4.0,Manual,4x4,4,Left wheel,Silver,8,True
6634,10976,528.0,HYUNDAI,Elantra,2014,Sedan,True,Petrol,1.6,75000,4.0,Automatic,Front,4,Left wheel,Silver,4,False
6635,25763,639.0,CHEVROLET,Captiva,2014,Jeep,True,Diesel,2.0,98033,4.0,Automatic,Front,4,Left wheel,Grey,4,False
6637,8781,431.0,FORD,Fusion,2016,Sedan,True,Hybrid,2.0,194974,4.0,Automatic,Front,4,Left wheel,Black,0,False
6638,10976,1528.0,TOYOTA,Camry,2007,Sedan,True,Hybrid,2.4,204000,4.0,Automatic,Front,4,Left wheel,Black,8,False
6639,19130,1194.0,TOYOTA,Tacoma,2013,Sedan,True,Petrol,4.0,57554,6.0,Automatic,4x4,4,Left wheel,Silver,12,False
6641,22580,308.0,TOYOTA,Prius,2014,Sedan,False,Hybrid,1.8,79000,4.0,Automatic,Front,4,Left wheel,Silver,12,False
6642,8154,,HONDA,Civic,2005,Hatchback,False,Petrol,1.7,160000,4.0,Variator,Front,4,Right-hand drive,Silver,0,False
